time_s,voltage_v,current_a,voltage_fit_v
0.0,3.21503,-0.0,3.2139556178357256
0.9989999999961583,3.21503,-0.0,3.2290342633036913
2.001990000004298,3.21503,-0.0,3.2206281114510356
3.0029900000081398,3.21503,-0.0,3.2131170031800007
4.0039899999974295,3.21503,-0.0,3.2075714081598643
5.00800000000163,3.21503,-0.0,3.203537342031801
5.998990000007325,3.21503,-0.0,3.2006503843766283
7.004000000000815,3.21503,-0.0,3.1985278200435197
8.0,3.21503,-0.0,3.1970043847816085
9.00800000000163,3.21503,-0.0,3.195888117416709
9.00800000000163,3.21503,-0.0,3.195888117416709
9.120999999999185,3.03862,5.82985,3.0088188182918003
9.218999999997322,2.95755,5.80862,2.955689427126733
9.315000000002328,2.89772,5.80127,2.912127855021589
9.418999999994412,2.85912,5.79963,2.872396577857594
9.525999999998021,2.82695,5.79963,2.8378920301083146
9.615000000005239,2.80572,5.79963,2.813089378903845
9.71600000000035,2.78577,5.79882,2.788370109877443
9.81699999999546,2.76261,5.79963,2.7665116532172576
9.91700000000128,2.74653,5.79882,2.7472001061547733
10.017999999996391,2.72916,5.79963,2.729520531199029
10.118000000002212,2.71436,5.79963,2.7135387677446534
10.217000000004191,2.70149,5.79882,2.6989591988847206
10.322000000000116,2.68798,5.79882,2.684578694348477
10.418000000005122,2.67447,5.79963,2.672241413038503
10.519000000000233,2.66353,5.79882,2.6600393124499186
10.615999999994528,2.65131,5.79963,2.6488964279746816
10.714999999996508,2.64166,5.79963,2.6380867697025145
10.81699999999546,2.63008,5.79963,2.6274629849944846
10.91700000000128,2.62043,5.79882,2.6175263551970644
11.017000000007101,2.61013,5.79963,2.6079554682487314
11.119000000006054,2.60241,5.79963,2.5985941230227376
11.214999999996508,2.59212,5.79963,2.5901123295233335
11.322000000000116,2.58247,5.79882,2.5810340580460593
11.419999999998254,2.57539,5.79882,2.573007251934561
11.519000000000233,2.56703,5.79963,2.565150448008189
11.615999999994528,2.55995,5.79963,2.557725314880755
11.722999999998137,2.55159,5.79882,2.5498417691899204
11.823000000003958,2.54258,5.79882,2.542712645241349
11.922999999995227,2.53615,5.79963,2.5357927760712764
12.019000000000233,2.52907,5.79963,2.529377758097091
12.115999999994528,2.52328,5.79963,2.523099966353648
12.221000000005006,2.51556,5.79882,2.516552203441602
