pulse_id,soc_est,current_level,r0_ohm,r1_ohm,c1_f,r2_ohm,c2_f,tau1_s,tau2_s,rmse_v,success,message,nfev
64,0.999051724137931,5.79963,0.01898678725938879,0.03848703282982454,10.000000000000002,0.09199566144736049,33.71476528271108,0.38487032829824547,3.1016121327255113,0.007412027164074178,True,`ftol` termination condition is satisfied.,641
63,0.9966689655172413,2.89982,0.04065339159773768,0.10986385298184119,21.89825465350258,0.06022853019148906,452.9221117056975,2.405826629811327,27.278833079259584,0.006880580564241921,True,`ftol` termination condition is satisfied.,789
62,0.9945724137931035,1.45032,0.040716237162877526,0.1076559262526964,23.97828442966812,0.00010370351489249121,22580.1395040278,2.5814044202265296,2.341639833330476,0.005351663065058762,True,`xtol` termination condition is satisfied.,593
61,0.9508689655172414,5.79963,0.039917636620045396,0.05444154616226061,29.62273794621669,0.046259991073492594,609.1620504013666,1.612707655351505,28.179831013877667,0.011745410912138933,True,`ftol` termination condition is satisfied.,433
60,0.9466724137931034,2.899,0.027536319240771094,0.051266496514017074,12.491330402296718,0.03061741372972696,403.9131682608363,0.6403867465247802,12.366776583526844,0.0037555948304369598,True,`ftol` termination condition is satisfied.,1136
59,0.9445758620689655,1.4495,0.021284137519413444,0.04917862333042466,10.19606808821474,0.026315751868002193,478.09253453038275,0.5014285919616758,12.581364508645823,0.0015204109250821299,True,`ftol` termination condition is satisfied.,365
58,0.9092862068965516,11.59927,0.04142952410295671,0.01948512403066662,83.27346552916457,0.03550038498217795,1018.1487253927701,1.6225938042992132,36.14467172055712,0.013197734439747257,True,`ftol` termination condition is satisfied.,243
57,0.9008965517241379,5.79882,0.038739124423443703,0.017299139053155905,159.43570322496407,0.0010404923848245915,2261.945198860488,2.758100400126351,2.353536754304884,0.008775292478503496,True,`xtol` termination condition is satisfied.,512
56,0.8966965517241379,2.89982,0.021046082537753644,0.026234767758816814,10.000000000000002,0.016874211419929494,847.888359954187,0.2623476775881682,14.30744744636423,0.0014770103113639602,True,`ftol` termination condition is satisfied.,319
55,0.8945724137931034,1.45032,0.04067916091650733,0.013754076045658307,460.6731752242892,0.00039365545638845055,15741.936577790108,6.336133884229748,6.196899227968008,0.0016056736186692807,True,Both `ftol` and `xtol` termination conditions are satisfied.,1413
54,0.8732310344827585,17.39972,0.03723103982785734,0.0111337187190707,364.4398136285473,0.30421393864887497,1615.4416223605917,4.057570374970794,491.4398585956441,0.014936266390739602,True,`ftol` termination condition is satisfied.,611
53,0.8592724137931034,11.59927,0.03497248749987377,0.00606046303467189,217.8973226556644,0.019522029300216043,1305.306069085264,1.3205586693086278,25.48222332643235,0.0038227619727975617,True,`ftol` termination condition is satisfied.,748
