time_s,voltage_v,current_a,voltage_fit_v
0.0,3.39068,-0.0,3.38962466599082
0.10399000000325032,3.39068,-0.0,3.3897367005494954
0.20100000000093132,3.39068,-0.0,3.3898368702897748
0.2989899999956833,3.39068,-0.0,3.389933902883845
0.40099999999802094,3.39068,-0.0,3.390030598904221
0.5019999999931315,3.39068,-0.0,3.3901221109714275
0.6049999999959255,3.39068,-0.0,3.3902112182987785
0.6999999999970896,3.39068,-0.0,3.3902897276006887
0.8049999999930151,3.39068,-0.0,3.390372504130616
0.9020000000018626,3.39068,-0.0,3.3904453414066307
0.9989999999961583,3.39068,-0.0,3.390514781659862
1.103000000002794,3.39068,-0.0,3.390585558615685
1.1999999999970896,3.39068,-0.0,3.390648235045451
1.3000000000029104,3.39068,-0.0,3.390709568746252
1.3990000000048894,3.39068,-0.0,3.3907670945547816
1.4989999999961583,3.39068,-0.0,3.3908220612039273
1.6039999999920838,3.39068,-0.0,3.3908764726146408
1.6999999999970896,3.39068,-0.0,3.390923339486838
1.8040000000037253,3.39068,-0.0,3.390971092913453
1.8999999999941792,3.39068,-0.0,3.3910124617088897
2.0059999999939464,3.39068,-0.0,3.3910552011665054
2.1019999999989523,3.39068,-0.0,3.391091320562247
2.202999999994063,3.39068,-0.0,3.3911267405118384
2.2989899999956833,3.39068,-0.0,3.391158018118106
2.404999999998836,3.39068,-0.0,3.3911899361599267
2.5019999999931315,3.39068,-0.0,3.3912167961385875
2.605999999999767,3.39068,-0.0,3.3912431774201566
2.7010000000009313,3.39068,-0.0,3.391265151636055
2.8009999999922,3.39068,-0.0,3.391286154438286
2.902990000002319,3.39068,-0.0,3.3913053916581966
3.00800000000163,3.39068,-0.0,3.3913229633331627
3.103000000002794,3.39068,-0.0,3.3913369639511823
3.202999999994063,3.39068,-0.0,3.3913498131265554
3.2989999999990687,3.39068,-0.0,3.3913603788640163
3.3980000000010477,3.39068,-0.0,3.391369512802915
3.502999999996973,3.39068,-0.0,3.3913773042368383
3.599000000001979,3.39068,-0.0,3.3913827716370317
3.7039999999979045,3.39068,-0.0,3.3913869966328667
3.801999999996042,3.39068,-0.0,3.391389336487961
3.900999999998021,3.39068,-0.0,3.3913901773820854
4.0,3.39068,-0.0,3.3913895349553256
4.107999999992899,3.39068,-0.0,3.3913871967790143
4.202000000004773,3.39068,-0.0,3.3913838153744336
4.30000000000291,3.39068,-0.0,3.3913789987142553
4.403000000005704,3.39068,-0.0,3.3913725605894793
4.5,3.39068,-0.0,3.3913652501121048
4.602989999999409,3.39068,-0.0,3.3913562078194763
4.702990000005229,3.39068,-0.0,3.391346208063579
4.8070000000006985,3.39068,-0.0,3.3913345757447466
4.9049899999954505,3.39068,-0.0,3.3913225069567776
5.004990000001271,3.39068,-0.0,3.3913091187701268
5.1049999999959255,3.39068,-0.0,3.391294683490642
5.205000000001746,3.39068,-0.0,3.391279240474047
5.30800000000454,3.39068,-0.0,3.3912623167282057
5.401989999998477,3.39068,-0.0,3.391246004250137
5.505999999993946,3.39068,-0.0,3.391227020972368
5.605999999999767,3.39068,-0.0,3.3912078799747163
5.702000000004773,3.39068,-0.0,3.39118871442429
5.798999999999069,3.39068,-0.0,3.3911685917386243
5.908999999999651,3.39068,-0.0,3.3911448860745352
6.006999999997788,3.39068,-0.0,3.391123004138607
6.107000000003609,3.39068,-0.0,3.3910999646921605
6.2039999999979045,3.39068,-0.0,3.3910769569287726
6.304999999993015,3.39068,-0.0,3.3910523376553283
6.403000000005704,3.39068,-0.0,3.3910278292652487
6.498999999996158,3.39068,-0.0,3.391003252644181
6.607000000003609,3.39068,-0.0,3.3909749599063694
6.702000000004773,3.39068,-0.0,3.3909495330003177
6.802999999999884,3.39068,-0.0,3.3909219704708833
6.903999999994994,3.39068,-0.0,3.390893885901428
7.0019999999931315,3.39068,-0.0,3.3908661589898905
7.099990000002435,3.39068,-0.0,3.3908379869668344
7.206990000006044,3.39068,-0.0,3.3908067371962125
7.3009999999922,3.39068,-0.0,3.3907788813505366
7.407000000006519,3.39068,-0.0,3.3907470466423986
7.501000000003842,3.39068,-0.0,3.3907184565611135
7.607000000003609,3.39068,-0.0,3.390685832730704
7.709000000002561,3.39068,-0.0,3.390654076132137
7.801999999996042,3.39068,-0.0,3.3906248274751922
7.907000000006519,3.39068,-0.0,3.390591486414423
8.005000000004657,3.39068,-0.0,3.39056008068633
8.107000000003609,3.39068,-0.0,3.390527116115989
8.19999999999709,3.39068,-0.0,3.3904968286962727
8.304999999993015,3.39068,-0.0,3.3904623846659394
8.39999999999418,3.39068,-0.0,3.3904310084672176
8.506999999997788,3.39068,-0.0,3.3903954440861583
