time_s,voltage_v,current_a,voltage_fit_v
0.0,3.76835,-0.0,3.7676759299725604
0.10800000000017462,3.76835,-0.0,3.7681945977331295
0.20399999999790452,3.76835,-0.0,3.768511566236862
0.30799000000115484,3.76835,-0.0,3.7687479151095857
0.40099999999802094,3.76835,-0.0,3.7688922125758473
0.5029900000008638,3.76835,-0.0,3.7689989741612573
0.597990000002028,3.76835,-0.0,3.7690638241873518
0.7010000000009313,3.76835,-0.0,3.7691075300912584
0.8009999999994761,3.76835,-0.0,3.7691312201808134
0.9040000000022701,3.76835,-0.0,3.7691421079937175
1.0060000000012224,3.76835,-0.0,3.769143422592636
1.103000000002794,3.76835,-0.0,3.769138540022302
1.1990000000005239,3.76835,-0.0,3.769129549607823
1.3080000000045402,3.76835,-0.0,3.769115829725136
1.3990000000048894,3.76835,-0.0,3.769102367445675
1.4969899999996414,3.76835,-0.0,3.7690864476017145
1.599000000001979,3.76835,-0.0,3.769068777126963
1.7030000000013388,3.76835,-0.0,3.769049976099643
1.8029999999998836,3.76835,-0.0,3.769031397340776
1.9089999999996508,3.76835,-0.0,3.769011355219624
2.004000000000815,3.76835,-0.0,3.7689931998623063
2.099000000001979,3.76835,-0.0,3.7689749355209248
2.2010000000009313,3.76835,-0.0,3.7689552610873447
2.300999999999476,3.76835,-0.0,3.7689359492043844
2.40400000000227,3.76835,-0.0,3.7689160649509383
2.5010000000038417,3.76835,-0.0,3.7688973653564455
2.607000000003609,3.76835,-0.0,3.7688769756828124
2.698000000003958,3.76835,-0.0,3.7688595175949455
2.8029999999998836,3.76835,-0.0,3.76883943401026
2.89998999999807,3.76835,-0.0,3.76882094463479
2.9990000000034343,3.76835,-0.0,3.7688021350038095
3.099999999998545,3.76835,-0.0,3.7687830170884777
3.205999999998312,3.76835,-0.0,3.7687630302373645
3.300999999999476,3.76835,-0.0,3.7687451858886027
3.4060000000026776,3.76835,-0.0,3.76872553905926
3.5039900000047055,3.76835,-0.0,3.768707276093348
3.6050000000032014,3.76835,-0.0,3.7686885233985925
3.7050000000017462,3.76835,-0.0,3.768670031363204
3.802000000003318,3.76835,-0.0,3.7686521635667294
3.900000000001455,3.76835,-0.0,3.7686341809247144
4.0079899999982445,3.76835,-0.0,3.7686144456920383
4.105999999999767,3.76835,-0.0,3.7685966071949846
4.202000000004773,3.76835,-0.0,3.768579201550642
4.3070000000006985,3.76835,-0.0,3.768560239810952
4.4049900000027264,3.76835,-0.0,3.7685426150690517
4.506000000001222,3.76835,-0.0,3.7685245186997136
4.601999999998952,3.76835,-0.0,3.7685073869720846
4.69999000000098,3.76835,-0.0,3.7684899672844017
4.802000000003318,3.76835,-0.0,3.7684719047744046
4.900000000001455,3.76835,-0.0,3.76845462102644
4.999000000003434,3.76835,-0.0,3.768437229030623
5.10399999999936,3.76835,-0.0,3.768418857491099
5.205000000001746,3.76835,-0.0,3.7684012579107353
5.302000000003318,3.76835,-0.0,3.768384421625525
5.398990000001504,3.76835,-0.0,3.768367651756882
5.505000000004657,3.76835,-0.0,3.7683493959898517
5.598989999998594,3.76835,-0.0,3.7683332742773468
5.705000000001746,3.76835,-0.0,3.7683151628466365
5.8070000000006985,3.76835,-0.0,3.7682978082962464
5.902999999998428,3.76835,-0.0,3.768281538655821
6.007000000005064,3.76835,-0.0,3.768263983025473
6.1010000000023865,3.76835,-0.0,3.768248177663676
6.205000000001746,3.76835,-0.0,3.7682307594530258
6.302000000003318,3.76835,-0.0,3.7682145782952743
6.402999999998428,3.76835,-0.0,3.7681977959440043
6.499990000003891,3.76835,-0.0,3.7681817430991345
6.605999999999767,3.76835,-0.0,3.76816426788942
6.701000000000931,3.76835,-0.0,3.7681486699684847
6.8019899999999325,3.76835,-0.0,3.7681321529220457
6.900999999998021,3.76835,-0.0,3.7681160238500024
7.0020000000004075,3.76835,-0.0,3.7680996357752967
7.10399000000325,3.76835,-0.0,3.768083153593335
7.207000000002154,3.76835,-0.0,3.7680665741582633
7.3070000000006985,3.76835,-0.0,3.768050543893445
7.402999999998428,3.76835,-0.0,3.7680352145803018
7.499000000003434,3.76835,-0.0,3.7680199435633925
7.599000000001979,3.76835,-0.0,3.7680040980054583
7.699000000000524,3.76835,-0.0,3.767988315212832
7.806000000004133,3.76835,-0.0,3.767971496852426
7.900000000001455,3.76835,-0.0,3.7679567806635736
8.004000000000815,3.76835,-0.0,3.767940562770003
8.105999999999767,3.76835,-0.0,3.7679247216504783
8.203000000001339,3.76835,-0.0,3.7679097164314888
8.299989999999525,3.76835,-0.0,3.7678947704075223
8.406000000002678,3.76835,-0.0,3.7678785000887793
8.504000000000815,3.76835,-0.0,3.767863519909521
8.599999999998545,3.76835,-0.0,3.7678489018346557
8.703999999997905,3.76835,-0.0,3.7678331283136584
8.802999999999884,3.76835,-0.0,3.7678181735024805
8.904999999998836,3.76835,-0.0,3.767802826851214
9.002000000000407,3.76835,-0.0,3.767788290008496
9.099999999998545,3.76835,-0.0,3.767773660024693
9.205990000002203,3.76835,-0.0,3.767757901170571
9.300999999999476,3.76835,-0.0,3.7677438310864333
9.40400000000227,3.76835,-0.0,3.7677286375765924
9.5,3.76835,-0.0,3.7677145324491934
9.603000000002794,3.76835,-0.0,3.7676994584677077
9.702000000004773,3.76835,-0.0,3.767685027847325
9.805000000000291,3.76835,-0.0,3.7676700742344607
9.805000000000291,3.76835,-0.0,3.7676700742344607
9.916989999997895,3.7386,1.38254,3.7370970469070146
10.018000000003667,3.72959,1.43072,3.7319960250157553
10.11699000000226,3.72637,1.4446,3.7286976972962536
10.209999999999127,3.72509,1.44868,3.7265094683231
10.315999999998894,3.72444,1.4495,3.724729232973406
10.419000000001688,3.7238,1.4495,3.7234827795166026
10.522000000004482,3.72316,1.4495,3.722558804610051
10.611000000004424,3.72316,1.4495,3.7219448569835016
10.71599000000424,3.72251,1.4495,3.7213766527003913
10.81199999999808,3.72251,1.4495,3.720962970406797
10.9120000000039,3.72187,1.4495,3.7206081567316507
11.014000000002852,3.72187,1.4495,3.720303087545165
11.111000000004424,3.72123,1.4495,3.7200508083989408
11.219000000004598,3.72123,1.45032,3.719782551001767
