pulse_id,time_s,current_a,voltage_measured_v,voltage_fitted_v,error_v
4,0.0,0.0,4.15503,4.155029945395248,-5.4604751831277554e-08
4,0.9980030000001534,0.0,4.15503,4.1583613297838635,0.0033313297838635236
4,1.9999990000001162,0.0,4.15503,4.148934723854632,-0.006095276145368089
4,2.9930030000000443,0.0,4.15503,4.140946024958111,-0.014083975041889296
4,4.001004000000194,0.0,4.15503,4.134014518042059,-0.02101548195794134
4,4.999007000000347,0.0,4.15503,4.128151144173137,-0.02687885582686267
4,5.9980060000002595,0.0,4.15503,4.123132962979073,-0.03189703702092661
4,5.9980060000002595,0.0,4.15503,4.1231329629744335,-0.031897037025566455
4,6.113002000000051,-11.59763,3.79264,3.8055575553159553,0.012917555315955287
4,6.206001000000015,-11.59927,3.7579,3.7608735816750096,0.0029735816750098287
4,6.308002000000215,-11.59927,3.74567,3.7430627453653194,-0.0026072546346807
4,6.407006000000365,-11.60008,3.73988,3.7364113696824206,-0.0034686303175792688
4,6.508001000000149,-11.59927,3.73667,3.733235442062725,-0.0034345579372749846
4,6.605999000000338,-11.59927,3.73409,3.7313037686907125,-0.002786231309287679
4,6.707004000000325,-11.60008,3.73152,3.729702062200543,-0.0018179377994571588
4,6.812003000000004,-11.59927,3.72959,3.7282376643538497,-0.0013523356461502267
4,6.910001000000193,-11.59927,3.72766,3.7269188388392123,-0.0007411611607879287
4,7.007998999999927,-11.59927,3.72637,3.7256313854483594,-0.0007386145516408149
4,7.110000000000127,-11.59927,3.72444,3.7243162057102626,-0.00012379428973741113
4,7.21300599999995,-11.59927,3.72316,3.7230106216078687,-0.00014937839213136073
4,7.314002000000073,-11.60008,3.72187,3.721729922985923,-0.00014007701407692252
4,7.4160030000002735,-11.60008,3.71994,3.7204744862205805,0.000534486220580721
4,7.507000000000062,-11.60008,3.7193,3.719373492247753,7.349224775277108e-05
4,7.608005000000048,-11.60008,3.71801,3.7181704869042287,0.00016048690422865164
4,7.711002000000008,-11.60008,3.71672,3.7169635312818876,0.00024353128188758788
4,7.813998999999967,-11.60008,3.71544,3.7157760208291606,0.00033602082916051046
4,7.9069979999999305,-11.59927,3.71415,3.71474100566964,0.0005910056696398769
4,8.00600200000008,-11.59927,3.71286,3.7136378537641996,0.0007778537641995875
4,8.107007000000067,-11.59927,3.71158,3.7125272740294966,0.0009472740294964588
4,8.210004000000026,-11.59927,3.71093,3.7114118625783012,0.00048186257830140633
4,8.313000000000102,-11.60008,3.70965,3.710292577015342,0.000642577015342205
4,8.414005999999972,-11.59927,3.70836,3.7092506309597213,0.0008906309597214168
4,8.505998999999974,-11.59927,3.70772,3.708302432063443,0.0005824320634428837
4,8.608000000000175,-11.59927,3.70707,3.707265257984126,0.0001952579841262292
4,8.709005000000161,-11.60008,3.70579,3.7062324922912064,0.0004424922912065199
4,8.807999000000109,-11.60008,3.7045,3.7052527283887375,0.0007527283887376335
4,8.913007000000107,-11.60008,3.70386,3.7042324225426415,0.00037242254264135966
4,9.01400300000023,-11.60008,3.70257,3.703267617578075,0.0006976175780750715
4,9.10700100000031,-11.59927,3.70193,3.702413693013521,0.00048369301352124694
4,9.20800700000018,-11.59927,3.70064,3.701482148059374,0.0008421480593741038
4,9.311999000000014,-11.59927,3.7,3.7005356502328186,0.0005356502328184298
4,9.406003999999939,-11.59927,3.69935,3.6996924548493317,0.00034245484933181913
4,9.506999000000178,-11.59927,3.69807,3.6988000372529144,0.0007300372529144283
4,9.611998000000312,-11.60008,3.69742,3.697865423075082,0.00044542307508166346
4,9.709000000000287,-11.59927,3.69678,3.697052736156032,0.0002727361560319608
