pulse_id,soc_test,current_mean_a,ocv_v,v1_init_v,v2_init_v,r0_ohm,r1_ohm,c1_f,r2_ohm,c2_f,tau1_s,tau2_s,r_total_ohm,rmse_v,mae_v
1,1.0,-1.4489596039603962,4.160851472221805,-0.00832666560336064,-0.008179447796119656,0.01235750884593292,0.0206878789301901,4.378164902724565,0.005805693408796259,1097.8528975013069,0.09057494544397332,6.373797330851212,0.038851081184919284,0.0032483209546718826,0.002895599361168844
2,1.0,-2.899235940594058,4.14538090829807,0.010173220981097053,-0.03655221997714099,0.01235750884593292,0.0206878789301901,4.378164902724565,0.005805693408796259,1097.8528975013069,0.09057494544397332,6.373797330851212,0.038851081184919284,0.005816426365759657,0.005240706383757819
3,1.0,-5.799649801980197,4.120088744412875,0.02207238091427792,-0.06730345025067598,0.01235750884593292,0.0206878789301901,4.378164902724565,0.005805693408796259,1097.8528975013069,0.09057494544397332,6.373797330851212,0.038851081184919284,0.008714820383436758,0.00758663369573969
4,1.0,-11.599542475247523,4.093559617717824,0.01431575539445639,-0.07578608307188021,0.01235750884593292,0.0206878789301901,4.378164902724565,0.005805693408796259,1097.8528975013069,0.09057494544397332,6.373797330851212,0.038851081184919284,0.006504138924936944,0.003333494483501606
5,1.0,-17.39921643564356,4.078740203148813,0.06117350785812547,-0.1194425938877188,0.01235750884593292,0.0206878789301901,4.378164902724565,0.005805693408796259,1097.8528975013069,0.09057494544397332,6.373797330851212,0.038851081184919284,0.00662836840469342,0.004374601351873982
6,1.0,-1.4490650495049509,4.093986488475827,-0.00382949895957506,-0.008708403597475685,0.019177941669813747,0.01216686813710502,9.415669922167718,0.0072142698330743445,1091.8083082478615,0.11455921436552051,7.876599741692482,0.03855907963999311,0.0021589436937438553,0.0018103191997571205
7,1.0,-2.899227920792079,4.082022989306656,0.014046051663777454,-0.035581416819164914,0.019177941669813747,0.01216686813710502,9.415669922167718,0.0072142698330743445,1091.8083082478615,0.11455921436552051,7.876599741692482,0.03855907963999311,0.004472879163304184,0.0037927341419564903
8,1.0,-5.799761683168316,4.064961901933211,0.019874248246951547,-0.05589028645785198,0.019177941669813747,0.01216686813710502,9.415669922167718,0.0072142698330743445,1091.8083082478615,0.11455921436552051,7.876599741692482,0.03855907963999311,0.006472850653207804,0.0051313332623467295
9,1.0,-11.59974306930693,4.053108083529631,0.003291270336710233,-0.04602354235398636,0.019177941669813747,0.01216686813710502,9.415669922167718,0.0072142698330743445,1091.8083082478615,0.11455921436552051,7.876599741692482,0.03855907963999311,0.004643388185967121,0.002380456015336612
10,1.0,-17.39928148514851,4.033621085278514,0.046769062306890936,-0.09868210509562389,0.019177941669813747,0.01216686813710502,9.415669922167718,0.0072142698330743445,1091.8083082478615,0.11455921436552051,7.876599741692482,0.03855907963999311,0.004960832429338858,0.002836741211711083
11,1.0,-1.4491298019801984,4.0471596234058955,-0.002474072029589427,-0.010788683599405694,0.018917640986938888,0.01102840022736915,10.805888734337888,0.007323031996371041,1025.3820351438362,0.1191716657746977,7.508905451862368,0.03726907321067908,0.0019319030094687,0.0015408953749748444
12,1.0,-2.89924405940594,4.033315001401477,0.021132050146214578,-0.04504343692697041,0.018917640986938888,0.01102840022736915,10.805888734337888,0.007323031996371041,1025.3820351438362,0.1191716657746977,7.508905451862368,0.03726907321067908,0.00428463504655012,0.003417772304851947
13,1.0,-5.799738019801979,4.012450974910298,0.03604225095623249,-0.077605190757635,0.018917640986938888,0.01102840022736915,10.805888734337888,0.007323031996371041,1025.3820351438362,0.1191716657746977,7.508905451862368,0.03726907321067908,0.007489473225760327,0.0047493027366027896
14,1.0,-11.599791188118811,3.9992953216698575,0.014060996957930312,-0.06234427648169163,0.018917640986938888,0.01102840022736915,10.805888734337888,0.007323031996371041,1025.3820351438362,0.1191716657746977,7.508905451862368,0.03726907321067908,0.004374403189112568,0.0021622480995044063
15,1.0,-17.399240891089104,3.9734044317461765,0.05138498695992737,-0.11269230438794905,0.018917640986938888,0.01102840022736915,10.805888734337888,0.007323031996371041,1025.3820351438362,0.1191716657746977,7.508905451862368,0.03726907321067908,0.004898824562247259,0.0026517731534380588
16,1.0,-1.4488702970297032,3.932958090762291,-0.0015956192597116276,-0.01349513690377917,0.017358903903712027,0.011261147970790773,10.268034725464139,0.00662650109514825,997.8890972965058,0.11562985841266968,6.612513196071795,0.035246552969651054,0.001713184399579654,0.0013568790920550206
17,1.0,-2.899325247524751,3.91856310899755,0.03219599968059553,-0.058908577780018116,0.017358903903712027,0.011261147970790773,10.268034725464139,0.00662650109514825,997.8890972965058,0.11562985841266968,6.612513196071795,0.035246552969651054,0.004383110043744832,0.003076609125032685
18,1.0,-5.79977,3.9000788650129277,0.04453164205724618,-0.08715705834345898,0.017358903903712027,0.011261147970790773,10.268034725464139,0.00662650109514825,997.8890972965058,0.11562985841266968,6.612513196071795,0.035246552969651054,0.006308226357060711,0.004143875631603266
19,1.0,-11.599646831683168,3.886759018844851,0.019970295299637824,-0.07012939506825486,0.017358903903712027,0.011261147970790773,10.268034725464139,0.00662650109514825,997.8890972965058,0.11562985841266968,6.612513196071795,0.035246552969651054,0.004202953058538873,0.00207737326706048
20,1.0,-17.399435742574255,3.86497942564336,0.04835071039161458,-0.10999529698004226,0.017358903903712027,0.011261147970790773,10.268034725464139,0.00662650109514825,997.8890972965058,0.11562985841266968,6.612513196071795,0.035246552969651054,0.004758048120278661,0.002797688551536396
21,1.0,-1.4489840594059409,3.8484650172962027,-0.0004811997931194946,-0.014277157698573129,0.016505188884673755,0.011876229135176096,9.280787326546697,0.00659878200245744,1008.5786382210558,0.11022075684490695,6.655390565956137,0.03498020002230729,0.0017158358661403833,0.0012790843700404048
22,1.0,-2.899276534653465,3.8339762322841007,0.03370374876859325,-0.06136465824611519,0.016505188884673755,0.011876229135176096,9.280787326546697,0.00659878200245744,1008.5786382210558,0.11022075684490695,6.655390565956137,0.03498020002230729,0.004515023713245726,0.0027992928004177183
23,1.0,-5.799617920792078,3.8154687576737643,0.04905429657109715,-0.09329116320627322,0.016505188884673755,0.011876229135176096,9.280787326546697,0.00659878200245744,1008.5786382210558,0.11022075684490695,6.655390565956137,0.03498020002230729,0.007100800726419168,0.004035646676814656
24,1.0,-11.599662871287128,3.8044139571431055,0.019765245152793553,-0.07056016082408363,0.016505188884673755,0.011876229135176096,9.280787326546697,0.00659878200245744,1008.5786382210558,0.11022075684490695,6.655390565956137,0.03498020002230729,0.004209109395670466,0.0019967843360236028
25,1.0,-17.399378910891084,3.7814037627300094,0.04945739474389478,-0.11360984780691273,0.016505188884673755,0.011876229135176096,9.280787326546697,0.00659878200245744,1008.5786382210558,0.11022075684490695,6.655390565956137,0.03498020002230729,0.004861212296994145,0.0028335286826074585
26,1.0,-1.4489354455445547,3.75321137394054,3.165782945086455e-05,-0.016167657113814817,0.018463389825912096,0.010171470411115404,11.10909465003072,0.006564308752287468,1072.7978976689008,0.1129958275270679,7.042176629103561,0.035199168989314966,0.0014028985624159377,0.0009030793101974377
27,1.0,-2.899154851485148,3.7425879906669777,0.03471354360183491,-0.06304184093413416,0.018463389825912096,0.010171470411115404,11.10909465003072,0.006564308752287468,1072.7978976689008,0.1129958275270679,7.042176629103561,0.035199168989314966,0.004254675218272721,0.002449509899120901
28,1.0,-5.799697722772277,3.7259171796533894,0.049454740856378944,-0.09252232272705917,0.018463389825912096,0.010171470411115404,11.10909465003072,0.006564308752287468,1072.7978976689008,0.1129958275270679,7.042176629103561,0.035199168989314966,0.0066559535346511845,0.0038032407438951176
29,1.0,-11.599622772277227,3.7168418171848554,0.022474402698403693,-0.06626071145144342,0.018463389825912096,0.010171470411115404,11.10909465003072,0.006564308752287468,1072.7978976689008,0.1129958275270679,7.042176629103561,0.035199168989314966,0.003866824236227014,0.0018514242938682168
30,1.0,-17.39941138613861,3.6905578595713338,0.051482733946523355,-0.1028891903337951,0.018463389825912096,0.010171470411115404,11.10909465003072,0.006564308752287468,1072.7978976689008,0.1129958275270679,7.042176629103561,0.035199168989314966,0.004875407143092787,0.0025626108061079585
31,1.0,-1.4490976237623765,3.658603680553815,0.001170239075454187,-0.00606153122685083,0.016289596081815842,0.012053187200188265,8.194835121998707,0.007288166226545852,869.8056375746617,0.09877388180012805,6.339288071430831,0.03563094950854996,0.000950681750115226,0.0005487913746041698
