soc,r1_ohm_raw,r1_ohm_fit,r1_ohm_rel_error_pct
0.0466655172413792,0.0126775608837339,0.014727638578723138,16.17091579200867
0.0508896551724136,0.0198419297271524,0.014587317521550108,-26.482364759168025
0.0592758620689655,0.011106672523609,0.014322495607012709,28.95397407790646
0.0733827586206895,0.0132338444491872,0.013916933619466712,5.161683537254108
0.0945724137931034,0.0197819817550784,0.013396402671938534,-32.27977440379839
0.0966655172413791,0.0195116686757892,0.013350456739463659,-31.57706313438276
0.1008896551724136,0.0181974453154006,0.013260605902068746,-27.129299348155094
0.1092689655172413,0.0046861405558557,0.013093486715163506,179.4087492489351
0.1233275862068964,0.011443342635397,0.012844918467656926,12.247958283836722
0.1445724137931034,0.0191078108051904,0.012539672719031877,-34.3741004823764
0.1466827586206895,0.0192187679179151,0.012513685381558509,-34.88820180874516
0.1508758620689654,0.0191325692791929,0.012464261952843763,-34.853172248021444
0.1593724137931033,0.0037146931771314,0.012372893056751905,233.0798121611388
0.1733310344827585,0.0095594484907234,0.012247052392544956,28.11463343758418
0.2445689655172411,0.0179967861970708,0.011991906213217338,-33.366401745834104
0.2466655172413792,0.0173998052831868,0.011992285170941863,-31.07804957719931
0.2508896551724137,0.0191823955082111,0.011994123958276008,-37.47327359014219
0.2592758620689653,0.0048778540100918,0.0120018108286161,146.0469461321625
0.2733793103448275,0.0093037065018869,0.012025625380859491,29.25628488410027
0.3445689655172412,0.0153162998250525,0.01227108481350993,-19.88218464202161
0.3466655172413793,0.018216109810168,0.012279500167106674,-32.58988722030862
0.3508827586206896,0.0188942109121347,0.012296329388539041,-34.92012211718355
0.3592724137931034,0.012313815048243,0.012329193718831176,0.12488956938142007
0.3732344827586206,0.00899020562779,0.01238089272850427,37.71534535576334
0.4445758620689654,0.0140085865341399,0.012513064743512058,-10.675750811712172
0.4466724137931034,0.0186467646947377,0.012512123740756319,-32.899224366319366
0.4508689655172413,0.0181326041655626,0.012509234897488418,-31.012474638111115
0.4592482758620689,0.0032689376380869,0.012499364502663507,282.3677869235396
0.4731931034482758,0.0085307958801907,0.01247042406316599,46.18125012372494
0.5445758620689655,0.0147035952560784,0.012073801851952915,-17.885376728105598
0.5466689655172413,0.0173598309934719,0.01205639518028626,-30.550042884518746
0.5508931034482758,0.0174974895856059,0.012020429118233644,-31.30197872429593
0.5592793103448275,0.0047170012468999,0.011945892995739798,153.25185155697932
0.5732103448275861,0.0091086511071941,0.01181395591806731,29.700388993234522
0.6445758620689654,0.0162478947862767,0.011077599898112942,-31.821321815369537
0.6466758620689654,0.016863300263488,0.01105722754935693,-34.430227911568615
0.6508689655172413,0.0174483067730637,0.011017270584706133,-36.85765198882022
0.6592620689655171,0.0087276321832338,0.010940604397762007,25.355928940032925
0.673203448275862,0.0079967495205133,0.01082539967249993,35.372499097671664
0.7445724137931033,0.0170136273208373,0.01066773343011904,-37.29888853828472
0.7466689655172413,0.0180205713963582,0.010679627117833773,-40.736467879192595
0.7508896551724138,0.0137995163188394,0.010707506841609033,-22.406651115800987
0.7592793103448275,0.0035461727426529,0.010779572239250532,203.9776407278544
0.7732137931034483,0.010486043831701,0.010954270031563641,4.465232144530214
0.7945689655172413,0.017477704357521,0.011384277301621374,-34.86400119405558
0.7966655172413792,0.0182197614345451,0.011439027135056292,-37.216372584508015
0.8008896551724138,0.0182429045712111,0.01155707419458343,-36.64893575762325
0.8092827586206897,0.0036775884708712,0.01182461490936887,221.53175927723328
0.8233827586206895,0.006093341529533,0.012387236819326037,103.29135925317823
0.8445758620689655,0.0196497355306138,0.013570417899461265,-30.93841961221875
0.8466724137931034,0.0200280737346222,0.013714483473894621,-31.523701901563207
0.8508896551724138,0.0210612520140848,0.014021488824328252,-33.42518851703914
0.8592724137931034,0.0060604630346718,0.014706416310288458,142.66159575849758
0.8732310344827585,0.0111337187190707,0.016107783116433037,44.67567865570713
0.8945724137931034,0.0137540760456583,0.01909594004370228,38.838406740743785
0.8966965517241379,0.0262347677588168,0.01946547357570646,-25.80276008288796
0.900896551724138,0.0172991390531559,0.020242819970835588,17.01634346446084
0.9092862068965516,0.0194851240306666,0.02200324261673723,12.923287437675512
0.9445758620689656,0.0491786233304246,0.033963837045261,-30.937804384920426
0.9466724137931034,0.051266496514017,0.03501320827492754,-31.703528316286583
0.9508689655172414,0.0544415461622606,0.03727506363463297,-31.53195259455655
0.9945724137931036,0.1076559262526964,0.08288140641715022,-23.012685597441198
0.9966689655172412,0.1098638529818411,0.08675805467457162,-21.031301633930983
0.999051724137931,0.0384870328298245,0.09146591853224192,137.6538584740231
