soc,c2_f_raw,c2_f_fit,c2_f_rel_error_pct
0.0466655172413792,19166.65593102279,52481.915230842336,173.81884153247668
0.0508896551724136,1092.311904310487,49956.74601350323,4473.48728109285
0.0592758620689655,258478.77786509588,45178.050107427945,-82.52156309288685
0.0733827586206895,1283.1237993760403,37816.535123336354,2847.224199389478
0.0945724137931034,1030.8900972301635,28254.06455016503,2640.744588203842
0.0966655172413791,974.2398381861866,27401.42190594275,2712.5950953676847
0.1008896551724136,1078.575273364779,25728.862557780594,2285.448952256759
0.1092689655172413,1292.7190807740112,22597.230584465316,1648.0387595838145
0.1233275862068964,1164.880793801198,17875.209989890747,1434.5098043518246
0.1445724137931034,888.964297316858,11913.882514954501,1240.1980879225316
0.1466827586206895,871.3557849885474,11393.906899911599,1207.6067315099485
0.1508758620689654,1022.2067506383491,10397.54308037895,917.1663485773182
0.1593724137931033,1296.8754952556942,8524.546766365136,557.3141984369457
0.1733310344827585,1139.759384823734,5850.558188784707,413.31520202305745
0.2445689655172411,17621.76380347366,-1351.1370592533349,-107.66743371618108
0.2466655172413792,18664.545462379658,-1429.9417277672037,-107.6612727089947
0.2508896551724137,18635.176438067287,-1569.954710113714,-108.42468390536226
0.2592758620689653,1339.3708937599677,-1776.6748939631361,-232.64995545599328
0.2733793103448275,1216.4044005480634,-1926.976517973948,-258.41577990886327
0.3445689655172412,863.9732162325031,80.27932115188742,-90.7081238580568
0.3466655172413793,18192.04715246903,187.46249986052862,-98.96953598300735
0.3508827586206896,1070.756975752926,408.3132663280703,-61.86685909368408
0.3592724137931034,18633.745713260767,866.4064813579025,-95.35033645574909
0.3732344827586206,1236.3147044337463,1673.1365566796158,35.332577593659
0.4445758620689654,897.6352822624873,5994.965421565372,567.8620526652069
0.4466724137931034,896.0918483213263,6113.291775423859,582.217094919015
0.4508689655172413,1130.841328475204,6346.844721245099,461.24980237528234
0.4592482758620689,1414.7024306683536,6798.8801254040445,380.5872936962455
0.4731931034482758,1199.7770237765958,7503.081752072641,525.3730154337203
0.5445758620689655,38979.15346336002,9850.340485241308,-74.72920879489976
0.5466689655172413,1227.3334930771275,9881.922375953247,705.1538095956005
0.5508931034482758,1248.928412841097,9938.639597549918,695.7733602153565
0.5592793103448275,1347.38821603394,10023.212198659166,643.8993513066829
0.5732103448275861,1028.666382690402,10080.536581599576,879.9617010166761
0.6445758620689654,1293.8693899853697,8778.393130803059,578.4605307729182
0.6466758620689654,1223.5378623021218,8702.377099553443,611.2470621203066
0.6508689655172413,1234.3493860030742,8544.851122478663,592.2554682955367
0.6592620689655171,18382.84388146456,8207.284632754512,-55.353563976953936
0.673203448275862,997.0637600793248,7585.259100044539,660.7596829555882
0.7445724137931033,1258.7857458219733,3583.87307382733,184.70874298684564
0.7466689655172413,1191.656643292375,3456.6386838987382,190.07002170931932
0.7508896551724138,10.000000000000002,3200.7986657876318,31907.986657876314
0.7592793103448275,1480.1875266276825,2695.148151505564,82.08153379362217
0.7732137931034483,916.9054405413532,1873.1602422901342,104.29153972346323
0.7945689655172413,1161.3169801773358,696.3409281969944,-40.03868538194787
0.7966655172413792,1154.427430206869,588.5590546715393,-49.017232329097396
0.8008896551724138,1133.9186061643425,376.5989261319337,-66.78783432209137
0.8092827586206897,1441.561564757827,-21.760159580371692,-101.50948527710138
0.8233827586206895,1785.8370598206575,-610.5385282558418,-134.18780705094983
0.8445758620689655,1143.5250754694596,-1256.405767070377,-209.87129132735248
0.8466724137931034,1050.0341505003598,-1301.8035181831801,-223.9772551743053
0.8508896551724138,1037.665592168133,-1381.8310512970347,-233.16728064672466
0.8592724137931034,1305.306069085264,-1493.4784119860851,-214.41595556455883
0.8732310344827585,1615.4416223605915,-1524.9196098355897,-194.39645411681758
0.8945724137931034,15741.936577790108,-1140.0429404833412,-107.24207555309174
0.8966965517241379,847.888359954187,-1069.5703847693803,-226.14519024971295
0.900896551724138,2261.945198860488,-911.6528776270425,-140.30393300802825
0.9092862068965516,1018.14872539277,-519.2285581330652,-150.9973194665409
0.9445758620689656,478.0925345303828,2408.5277351795958,403.7785703023843
0.9466724137931034,403.9131682608363,2655.152057334635,557.3571415775208
0.9508689655172414,609.1620504013666,3175.751676375614,421.3311752239267
0.9945724137931036,22580.1395040278,10980.8567929594,-51.369402341377665
0.9966689655172412,452.9221117056975,11476.355695627819,2433.847520141608
0.999051724137931,33.71476528271108,12054.252994081064,35653.631659605475
