soc,r2_ohm_raw,r2_ohm_fit,r2_ohm_rel_error_pct
0.0466655172413792,0.0001366521649282,0.007611734907679272,5470.153178091721
0.0508896551724136,0.0142934377377491,0.008086106379941355,-43.42784060558172
0.0592758620689655,0.005841758088751,0.00895867878232648,53.35586729579717
0.0733827586206895,0.0105187299463297,0.010229509564028474,-2.7495751271962527
0.0945724137931034,0.0142171833091977,0.011714122824320841,-17.605881773062055
0.0966655172413791,0.0141312220683233,0.011835300554602322,-16.247154723210674
0.1008896551724136,0.0146512755801971,0.01206675877224377,-17.640217015961433
0.1092689655172413,0.0142390116470605,0.012475846386544235,-12.382637954230855
0.1233275862068964,0.0114955540632298,0.013022119874471317,13.2796192584093
0.1445724137931034,0.0158707904491981,0.013550133061170658,-14.622191600700637
0.1466827586206895,0.0158521604394686,0.013584977003655069,-14.302046995239298
0.1508758620689654,0.0179843356522445,0.0136455145350551,-24.125556823934726
0.1593724137931033,0.0164908003860377,0.013734310472549091,-16.715319141346548
0.1733310344827585,0.012511111409398,0.013789907111531465,10.221279791121269
0.2445689655172411,0.0003747805052043,0.012844421845842162,3327.1851570402314
0.2466655172413792,0.0001457678640416,0.012796813245621036,8678.898785241865
0.2508896551724137,0.0001112658196802,0.012699076839182718,11313.277568693044
0.2592758620689653,0.0159256793171884,0.012498978049160319,-21.516829516526062
0.2733793103448275,0.0118825041755351,0.012150239863220487,2.2531924561543786
0.3445689655172412,0.0220915144061876,0.010517338649664969,-52.39195260095355
0.3466655172413793,0.0001523025258676,0.010480113709622235,6781.116153472618
0.3508827586206896,0.0233848639353561,0.010408161239468363,-55.49188882073403
0.3592724137931034,0.0001283562558102,0.010277337378512628,7906.884677058277
0.3732344827586206,0.0121697647401884,0.010099493677743545,-17.011594773136142
0.4445758620689654,0.0280689645485996,0.010172611122441366,-63.758509492474715
0.4466724137931034,0.0209389715751361,0.010203528095502611,-51.270156421537195
0.4508689655172413,0.0182597882876401,0.010270815717961578,-43.75172616369376
0.4592482758620689,0.0124348952447205,0.010426988853759834,-16.14735268327384
0.4731931034482758,0.0109273002286529,0.010752579846811739,-1.598934578396773
0.5445758620689655,0.000380754478489,0.013750794831182068,3511.4597747480802
0.5466689655172413,0.0129269037114566,0.013872527883895687,7.315163735620753
0.5508931034482758,0.0124162226846497,0.01412396683466605,13.754135967033273
0.5592793103448275,0.0115932679922532,0.01464583553069984,26.330518198030195
0.5732103448275861,0.0106595998954273,0.015578389665515663,46.14422509608826
0.6445758620689654,0.01436371889044,0.02152887050997216,49.883680362897096
0.6466758620689654,0.0131218932006012,0.02173016427722,65.60235588736845
0.6508689655172413,0.0132277359544382,0.02213590313614061,67.34460993465419
0.6592620689655171,0.0921284152112624,0.0229627120256657,-75.07532071076093
0.673203448275862,0.0119801117814056,0.024375958009776006,103.47020507446408
0.7445724137931033,0.0166395580091477,0.03212032498387043,93.03592659259388
0.7466689655172413,0.0143714308200018,0.03235345252521571,125.12339189071542
0.7508896551724138,0.0177722450489075,0.032822499769448746,84.68403783047332
0.7592793103448275,0.0154232114283185,0.033752722400992356,118.84367310830683
0.7732137931034483,0.0136038860663132,0.03528585902066711,159.38073024622116
0.7945689655172413,0.0149786700424222,0.03758310432733493,150.91082333006224
0.7966655172413792,0.0145224000995795,0.03780384750844973,160.3140476039105
0.8008896551724138,0.014432508307245,0.038245426767269206,164.99500955125254
0.8092827586206897,0.0175249578660431,0.03910897722815038,123.16160487854377
0.8233827586206895,0.1919657226854554,0.04051128842505607,-78.89660307145789
0.8445758620689655,0.0172862641542917,0.04247694456745154,145.72657335509763
0.8466724137931034,0.0160959607682549,0.042660504950507834,165.03857436484682
0.8508896551724138,0.0157282350025308,0.043023127879215514,173.54072387838016
0.8592724137931034,0.019522029300216,0.043716241765317826,123.93287651112237
0.8732310344827585,0.3042139386488749,0.044780696548663804,-85.27986694247109
0.8945724137931034,0.0003936554563884,0.04615879932807063,11625.685133785637
0.8966965517241379,0.0168742114199294,0.04627755468021789,174.25017696270814
0.900896551724138,0.0010404923848245,0.046501782034060635,4369.209262103739
0.9092862068965516,0.0355003849821779,0.04690591872348471,32.12791564664067
0.9445758620689656,0.0263157518680021,0.047884980282418804,81.96318510147987
0.9466724137931034,0.0306174137297269,0.04790237071598725,56.45466053678507
0.9508689655172414,0.0462599910734925,0.04792214299715027,3.593065811485225
0.9945724137931036,0.0001037035148924,0.04680613772660229,45034.57212628433
0.9966689655172412,0.060228530191489,0.04668583095128598,-22.485521723916758
0.999051724137931,0.0919956614473604,0.046541003311982146,-49.40956716897704
